0.889198 0.059345 25.1135 1.13957 0.770972 1.13252 7.36194 54.7439 0.463624 275 5.01161 
0.41372 12.3597 1.68103 0.268739 0.661019 1.01558 16.3147 0.26077 1.3352 153 2.70874 
1.48431 13.6057 3.76637 0.261471 0.666961 0.931799 1.25146 0.191726 0.822075 440 2.87809 
0.436808 9.95806 1.86394 0.22444 0.65813 1.01909 15.4018 0.365914 1.25876 153 2.82843 
1.13751 9.77862 1.73509 0.214799 0.679023 1.00745 2.27064 0.351057 1.22249 152 2.80036 
0.923512 10.5701 0.96943 0.178009 0.644414 1.10527 3.48684 0.299635 1.53219 157 2.66225 
0.511533 8.07249 0.810086 0.159909 0.680708 1.1287 9.99965 0.464903 1.61593 157 2.68788 
0.61717 0.0395582 19.1649 1.12126 0.726558 1.07558 15.8249 61.2679 0.607984 275 4.78107 
1.26412 8.55468 1.12834 0.198656 0.681214 1.06563 1.87111 0.410231 1.45821 152 2.78925 
0.578392 8.94413 1.00335 0.211032 0.686629 1.07685 8.57874 0.417658 1.5178 153 2.71152 
1.43657 9.57059 1.09457 0.158426 0.671638 1.06149 1.35414 0.365559 1.47098 152 2.69949 
0.927164 0.0247435 2.58626 1.26985 0.692134 1.13244 2.9629 61.3938 1.10378 19 4.691 
1.44065 0.0343098 0.940718 1.36502 0.740774 1.1136 0.726468 61.9578 1.60723 86 4.84469 
0.182089 12.295 1.13024 0.214609 0.634774 1.06544 45.4858 0.252193 1.45201 153 2.57447 
1.67167 13.0035 2.97485 0.241262 0.669958 0.992482 0.6488 0.176568 0.868148 504 2.65274 
0.434081 12.3584 0.0990128 0.331574 0.736278 1.32338 9.57764 0.300198 2.22741 157 3.30189 
0.155513 9.62265 1.08265 0.182441 0.668687 1.08613 61.8977 0.411701 1.49513 153 2.54825 
0.725163 0.0344726 23.4219 1.10084 0.733068 1.04972 12.9104 61.8271 0.543407 275 4.78694 
2.18696 12.1694 1.46462 0.131772 0.662047 1.04866 0.334504 0.203457 1.24436 216 2.34555 
0.560303 0.853989 26.1936 0.872505 0.942468 0.988006 31.1986 6.90935 0.626307 315 6.30811 
0.229966 15.9146 1.30884 0.270338 0.635509 1.02813 36.6006 0.183109 1.43398 153 2.56621 
0.275325 7.81991 1.39598 0.153026 0.684329 1.02358 30.769 0.539591 1.41606 153 2.71805 
0.625717 11.2053 1.89575 0.251801 0.667858 0.998163 8.34462 0.322745 1.24913 185 2.81952 
0.64943 8.63447 1.12263 0.115589 0.642671 1.06599 7.00321 0.401986 1.46823 153 2.75198 
2.30866 19.0922 3.21515 0.130508 0.649705 1.05877 0.0725179 0.0570299 0.740439 472 1.92042 
0.793472 0.0706737 8.44782 1.1598 0.774394 1.09248 6.35973 39.0621 0.729512 275 5.10194 
0.532734 8.52895 0.869176 0.150494 0.661906 1.10997 9.01688 0.403419 1.59736 157 2.68487 
0.892593 0.0380257 1.01816 1.38179 0.681358 1.075 2.32333 45.1411 1.54335 19 4.77767 
0.216464 15.2211 8.22593 0.371596 0.666922 0.888405 88.3601 0.219213 0.974264 441 3.1238 
1.18566 0.120309 1.04681 1.6018 0.75288 1.10466 1.13739 25.9134 1.51504 18 5.46734 
0.365101 9.05409 1.33743 0.170907 0.65851 1.03502 19.279 0.404714 1.4122 153 2.66911 
0.518671 23.5477 35.5052 0.630857 0.650762 0.951031 42.8945 0.0791298 0.567324 441 3.37848 
0.242245 10.8299 1.52319 0.189547 0.646241 1.00696 36.8528 0.321995 1.38161 153 2.62824 
1.18001 0.878133 15.3765 0.857877 0.952636 1.0159 2.37433 6.44072 0.424152 282 6.30961 
0.95195 13.7909 3.57984 0.334476 0.662039 0.969559 4.20535 0.226593 0.947889 441 3.01331 
0.881418 13.6344 0.892826 0.227075 0.638408 1.09536 3.82056 0.193874 1.57505 157 2.61535 
0.650397 9.95508 1.0696 0.15982 0.646042 1.06075 6.90191 0.346532 1.49979 153 2.69228 
0.175469 8.88653 0.791439 0.152671 0.671993 1.12661 47.9585 0.421319 1.58874 157 2.53546 
2.3774 11.332 0.760549 0.125111 0.684243 1.12179 0.219144 0.20578 1.75466 220 2.29076 
1.39507 4.93583 115.404 0.591435 0.861562 1.05909 2.30318 1.07545 0.103774 280 5.06006 
0.543993 17.8692 6.95416 0.3895 0.625531 0.91382 16.6848 0.139464 0.847864 441 3.167 
0.899921 0.0465148 5.53069 1.24904 0.736241 1.14918 3.67777 49.8205 0.816858 275 4.93354 
0.39327 16.7537 5.60339 0.424629 0.655044 0.958427 28.6229 0.183571 0.96855 441 3.06618 
0.294505 11.5373 0.954169 0.205626 0.648965 1.0952 23.2735 0.290023 1.54299 157 2.56529 
0.64745 0.0365856 1.45531 1.36643 0.695776 1.09405 4.95412 38.6912 1.3729 19 4.82669 
2.26797 17.3018 2.41441 0.120333 0.640321 1.05391 0.139818 0.0824791 0.910451 472 2.0649 
0.792316 0.0489824 6.20287 1.15012 0.738532 1.06097 5.22583 48.8015 0.797003 275 4.96841 
0.271477 18.712 6.60763 0.421396 0.640561 0.909001 51.4494 0.130022 0.976537 441 3.0631 
0.34535 0.0206126 3.33399 1.14792 0.710099 1.08731 21.1326 60.8284 1.1371 19 4.73956 
0.732453 0.0454592 2.30714 1.29978 0.722068 1.13055 4.72067 41.4541 1.18208 19 4.86716 
0.82111 0.665919 15.1139 0.961337 0.931582 1.00413 8.45364 8.31176 0.595307 283 6.3213 
1.78294 18.4576 2.96146 0.246608 0.634154 0.997312 0.53969 0.0844567 0.853821 504 2.45707 
0.679708 6.96725 0.789336 0.131273 0.688009 1.13235 6.05432 0.587572 1.62972 157 2.78111 
0.99522 0.0662869 24.3226 1.2069 0.750808 1.15103 3.91562 54.1241 0.383264 275 5.16203 
0.273464 16.1714 2.18388 0.293897 0.635846 0.96445 34.9201 0.168714 1.28672 185 2.73018 
0.245035 14.672 2.99918 0.319457 0.656544 0.965393 47.3869 0.242218 1.1893 185 2.81514 
0.286527 15.0623 2.14269 0.327928 0.667985 0.993819 32.6282 0.217379 1.27897 185 2.74569 
0.954527 15.4063 1.4798 0.272562 0.624278 1.0384 3.21514 0.14834 1.31051 153 2.68237 
0.481913 0.0382357 35.7048 1.11089 0.717609 1.1008 40.5063 68.3665 0.58135 275 4.72698 
0.82076 0.0252782 18.8838 1.14104 0.72097 1.11546 7.77669 85.0789 0.52935 275 4.70637 
0.571258 15.7852 2.03462 0.32089 0.644411 0.998782 9.68954 0.173027 1.21096 185 2.78969 
0.409286 22.2719 7.28177 0.455651 0.627651 0.90659 27.1516 0.0855757 0.881449 441 3.09673 
0.362169 8.10873 1.59573 0.181127 0.687917 0.997496 21.2471 0.506113 1.37137 185 2.80408 
0.678557 0.0277095 5.30036 1.20497 0.709956 1.11716 6.99852 57.36 0.889095 275 4.71769 
1.71684 10.4394 1.32792 0.160667 0.663781 1.06245 0.784315 0.264956 1.32818 216 2.56092 
0.287445 10.2243 12.6098 0.366334 0.711625 0.908816 86.8212 0.503624 0.892304 441 3.64803 
0.467487 0.0196567 5.95826 1.17307 0.692236 1.11519 16.7149 63.0704 0.956993 275 4.65038 
0.484025 16.085 3.26476 0.400792 0.666978 0.97363 15.3732 0.174841 1.0848 185 2.93783 
2.76173 10.2101 0.701371 0.109076 0.681392 1.14745 0.156605 0.259322 1.82016 220 2.31576 
1.33165 17.49 21.0538 0.49043 0.667288 0.957206 1.6106 0.107062 0.298301 440 3.21315 
0.4281 0.0505213 21.4142 1.12248 0.734781 1.09708 45.7447 50.8615 0.754885 275 4.86953 
0.271496 7.47142 1.40154 0.147167 0.682242 1.01959 32.5126 0.543115 1.40851 153 2.76178 
2.01869 11.0352 1.1635 0.114195 0.663451 1.07556 0.436639 0.234282 1.40008 216 2.40967 
0.189521 12.0894 0.779287 0.205878 0.645301 1.12502 41.0942 0.262808 1.60567 157 2.49212 
0.566313 0.0315938 25.3376 1.09835 0.719161 1.08459 26.5018 64.8084 0.624031 275 4.71896 
2.27334 16.1816 3.53463 0.13521 0.65384 1.04128 0.106162 0.0828136 0.710172 472 2.06056 
1.98381 15.9488 18.9888 0.244919 0.665802 1.03203 0.163593 0.0977073 0.227477 472 2.43878 
0.455019 9.0385 1.64396 0.222637 0.689198 1.01939 13.2784 0.409811 1.31862 153 2.81943 
2.05385 7.74714 0.564452 0.250779 0.734414 1.21597 0.490015 0.506975 1.93983 220 3.00214 
0.202402 11.1572 1.49049 0.233023 0.666866 1.02178 48.1678 0.322252 1.39743 153 2.61792 
0.566673 0.053894 11.4417 1.11872 0.751307 1.05631 14.8805 48.5989 0.728216 275 4.92306 
1.02728 8.7999 0.745231 0.149305 0.662893 1.15191 2.88005 0.399848 1.69754 156 2.7457 
0.0896773 8.96573 1.23518 0.20896 0.690884 1.07312 121.926 0.465425 1.44897 153 2.60277 
